lib,Genome,PE,Total_reads,Final_reads,Final_yield,Mito_frac,TSS_enrichment,FRoP
AVD_108,hg38,Paired-ended,68905494,47703992,0.692,0.00251,1.543,0.0274
AVD_109,hg38,Paired-ended,42879352,34839070,0.812,0.000338,23.31,0.811
AVD_110,hg38,Paired-ended,38681338,31414802,0.812,0.000666,21.1,0.761
AVD_111,hg38,Paired-ended,63238336,49117716,0.777,0.00631,1.309,0.0169
AVD_112,hg38,Paired-ended,7093516,5781074,0.815,0.012,1.407,0.022
AVD_113,hg38,Paired-ended,5735882,4618512,0.805,0.00385,1.405,0.0194
AVD_114,hg38,Paired-ended,4122498,3264924,0.792,0.00407,1.324,0.0187
AVD_115,hg38,Paired-ended,6637022,5236522,0.789,0.005,1.298,0.0184
AVD_116,hg38,Paired-ended,7232566,5664002,0.783,0.00494,1.327,0.0181
AVD_117,hg38,Paired-ended,6463842,5104688,0.79,0.0053,1.338,0.0178
AVD_118,hg38,Paired-ended,3759394,3067684,0.816,0.00318,1.469,0.0196
AVD_119,hg38,Paired-ended,5984108,4841132,0.809,0.00347,1.326,0.0176
AVD_120,hg38,Paired-ended,4257692,3398682,0.798,0.00351,1.282,0.0176
AVD_122,hg38,Paired-ended,3284600,2593022,0.789,0.00373,1.356,0.018
AVD_123,mm10,Paired-ended,8314452,4601110,0.553,0.00985,1.342,0.0135
AVD_124,mm10,Paired-ended,8893844,3649474,0.41,0.00586,1.354,0.0131
AVD_125,mm10,Paired-ended,28091420,20702652,0.737,0.0129,14.91,0.134
AVD_126,mm10,Paired-ended,19010886,13828108,0.727,0.0235,14.04,0.123
AVD_127,mm10,Paired-ended,24620306,17734312,0.72,0.00921,9.725,0.0885
AVD_128,mm10,Paired-ended,23347030,16904890,0.724,0.0154,11.99,0.115
AVD_129,mm10,Paired-ended,21334356,16095904,0.754,0.0197,10.78,0.0868
AVD_130,mm10,Paired-ended,33519042,25026814,0.747,0.0192,13.34,0.0924
AVD_131,hg38,Paired-ended,9378902,7562868,0.806,0.00356,1.433,0.0191
AVD_132,hg38,Paired-ended,8953660,7124612,0.796,0.00417,1.372,0.0187
AVD_133,hg38,Paired-ended,9773572,7763950,0.794,0.00523,1.363,0.0187
AVD_134,hg38,Paired-ended,11739184,9490716,0.808,0.00449,1.384,0.0191
AVD_135,hg38,Paired-ended,7338640,6065384,0.826,0.0029,1.323,0.0173
AVD_136,hg38,Paired-ended,5706558,4709536,0.825,0.00312,1.353,0.0173
AVD_137,hg38,Paired-ended,11815436,9788060,0.828,0.00343,1.326,0.0175
AVD_138,hg38,Paired-ended,9013340,7443002,0.826,0.00316,1.291,0.0174
AVD_139,hg38,Paired-ended,10194864,8447088,0.829,0.00355,1.324,0.0175
AVD_14,hg38,Paired-ended,7345474,4913790,0.669,0.148,22.95,0.175
AVD_140,hg38,Paired-ended,11303604,9378412,0.83,0.00337,1.317,0.0173
AVD_141,hg38,Paired-ended,11838350,9813876,0.829,0.00333,1.307,0.0172
AVD_142,hg38,Paired-ended,12414672,10332758,0.832,0.00334,1.304,0.0179
AVD_143,hg38,Paired-ended,72281584,46724168,0.646,0.000105,1.896,0.0555
AVD_144,hg38,Paired-ended,87784998,55582804,0.633,0.000112,2.204,0.0596
AVD_145,hg38,Paired-ended,62016972,41860334,0.675,4.87e-05,2.226,0.077
AVD_146,hg38,Paired-ended,85129584,53917902,0.633,0.000141,2.582,0.0808
AVD_147,hg38,Paired-ended,84847992,56093582,0.661,5.25e-05,1.525,0.0675
AVD_148,hg38,Paired-ended,61602216,40637752,0.66,5.69e-05,1.556,0.0704
AVD_149,hg38,Paired-ended,74602162,57824922,0.775,2.67e-05,14.35,0.722
AVD_15,hg38,Paired-ended,6989856,4967982,0.711,0.115,27.56,0.257
AVD_150,hg38,Paired-ended,74404080,57599532,0.774,0.000155,15.04,0.721
AVD_151,hg38,Paired-ended,12029708,4542884,0.378,0.000347,9.936,0.119
AVD_152,hg38,Paired-ended,8279362,3832944,0.463,0.000268,19.32,0.326
AVD_153,hg38,Paired-ended,74455414,44635774,0.599,2.16e-05,1.328,0.0189
AVD_154,hg38,Paired-ended,49993572,18241268,0.365,0.000137,1.298,0.0175
AVD_155,hg38,Paired-ended,77741588,46919482,0.604,3.47e-05,1.328,0.0179
AVD_156,hg38,Paired-ended,71589952,49999796,0.698,0.00238,1.272,0.0184
AVD_157_1_2,mm10,Paired-ended,58257522,45064806,0.774,2.9e-05,27.8,0.84
AVD_157,mm10,Paired-ended,15665290,12538842,0.8,2.49e-05,32.51,0.851
AVD_158_1_2_3,mm10,Paired-ended,1220204,1034732,0.848,9.29e-06,30.03,0.861
AVD_158_1_2,mm10,Paired-ended,702770,594342,0.846,1.03e-05,30.59,0.863
AVD_158,mm10,Paired-ended,277770,230540,0.83,7.52e-06,33.47,0.87
AVD_159_1_2,mm10,Paired-ended,56747660,42694454,0.752,1.77e-06,39.26,0.909
AVD_159,mm10,Paired-ended,18064066,14403224,0.797,2.07e-06,42.98,0.914
AVD_16,hg38,Paired-ended,7676410,4967826,0.647,0.168,34.91,0.284
AVD_160_1_2_3,mm10,Paired-ended,52459640,33070450,0.63,1.56e-06,31.78,0.799
AVD_160_1_2,mm10,Paired-ended,32934558,22985278,0.698,1.28e-06,32.62,0.801
AVD_160,mm10,Paired-ended,12590322,9649522,0.766,8.27e-07,35.83,0.811
AVD_161,mm10,Paired-ended,6690830,2820072,0.421,3.24e-05,1.975,0.0284
AVD_162,mm10,Paired-ended,4910760,2247218,0.458,3.03e-05,3.713,0.0754
AVD_163,mm10,Paired-ended,4649072,1156534,0.249,2.18e-05,1.735,0.0241
AVD_164,mm10,Paired-ended,8736698,3730428,0.427,7.26e-06,1.783,0.0201
AVD_165_1_2,mm10,Paired-ended,83264120,4492098,0.0539,0.00381,1.411,0.0119
AVD_165,mm10,Paired-ended,6772108,355804,0.0525,0.0039,1.466,0.0128
AVD_166_1_2_3,mm10,Paired-ended,158539764,73269386,0.462,0.00307,1.294,0.016
AVD_166_1_2,mm10,Paired-ended,56261328,26032688,0.463,0.00307,1.3,0.016
AVD_166,mm10,Paired-ended,4260080,1910570,0.448,0.00302,1.353,0.0164
AVD_167_1_2_3,mm10,Paired-ended,184918622,80362068,0.435,0.00227,1.282,0.0177
AVD_167_1_2,mm10,Paired-ended,68786892,29813664,0.433,0.00228,1.294,0.0177
AVD_167,mm10,Paired-ended,5119170,2131822,0.416,0.00236,1.384,0.0176
AVD_168_1_2_3,mm10,Paired-ended,142822458,52037468,0.364,0.00326,1.303,0.0183
AVD_168_1_2,mm10,Paired-ended,52688032,19162352,0.364,0.00327,1.319,0.0185
AVD_168,mm10,Paired-ended,3092060,1072432,0.347,0.00334,1.881,0.0226
AVD_169_1_2_3,hg38,Paired-ended,101366882,68136404,0.672,6.82e-06,1.473,0.0256
AVD_169_1_2,hg38,Paired-ended,62566736,42009470,0.671,6.58e-06,1.467,0.026
AVD_169,hg38,Paired-ended,7378004,4284476,0.581,7.48e-06,1.495,0.028
AVD_17,hg38,Paired-ended,9065878,6198504,0.684,0.131,23.12,0.206
AVD_170_1_2_3,hg38,Paired-ended,37137236,21442508,0.577,0.00259,1.306,0.0175
AVD_170_1_2,hg38,Paired-ended,18021096,10364064,0.575,0.00258,1.326,0.0177
AVD_170,hg38,Paired-ended,2626706,1403394,0.534,0.00247,1.417,0.0181
AVD_171_1_2_3,hg38,Paired-ended,109976268,76835840,0.699,6.53e-06,1.472,0.0242
AVD_171_1_2,hg38,Paired-ended,68559378,47847596,0.698,6.52e-06,1.469,0.0246
AVD_171,hg38,Paired-ended,7925368,4750546,0.599,6.41e-06,1.471,0.0266
AVD_172_1_2_3,hg38,Paired-ended,79644482,48640404,0.611,0.00275,1.307,0.0166
AVD_172_1_2,hg38,Paired-ended,41928936,25547754,0.609,0.00276,1.311,0.0167
AVD_172,hg38,Paired-ended,6097564,3445916,0.565,0.00273,1.34,0.0168
AVD_173_1_2_3,hg38,Single-ended,52583905,42703371,0.812,0.000105,1.913,0.0697
AVD_173_1_2,hg38,Single-ended,26423227,21216911,0.803,9.8e-05,1.913,0.0703
AVD_173_3,hg38,Single-ended,26175680,22021862,0.841,0.000105,1.906,0.0695
AVD_173,hg38,Single-ended,13493914,11311697,0.838,0.000123,1.956,0.0707
AVD_174_1_2_3,hg38,Single-ended,51028992,42019340,0.823,8.4e-05,2.205,0.0832
AVD_174_1_2,hg38,Single-ended,26717996,21788832,0.816,7.53e-05,2.204,0.0839
AVD_174_3,hg38,Single-ended,24330117,20826758,0.856,8.5e-05,2.2,0.0833
AVD_174,hg38,Single-ended,14131730,12065862,0.854,9.59e-05,2.243,0.0841
AVD_175_1_2_3,hg38,Single-ended,53293569,44275987,0.831,4.83e-05,2.314,0.0795
AVD_175_1_2,hg38,Single-ended,26455288,21675094,0.819,4.58e-05,2.322,0.0804
AVD_175,hg38,Single-ended,15179431,13047542,0.86,5.29e-05,2.366,0.0804
AVD_176_1_2_3_4_5,hg38,Single-ended,51208475,42642613,0.833,0.000102,2.458,0.0868
AVD_176_1_2_3_4,hg38,Single-ended,50217765,41824950,0.833,0.000101,2.458,0.0869
AVD_176_1_2_3,hg38,Single-ended,25234992,20859780,0.827,9.64e-05,2.499,0.0896
AVD_176_1_2,hg38,Single-ended,22012352,18110616,0.823,9.45e-05,2.501,0.09
AVD_176,hg38,Single-ended,13328493,11438536,0.858,0.00011,2.53,0.089
AVD_177_1_2_3_4_5,hg38,Single-ended,45499834,37119030,0.816,5.49e-05,2.29,0.0838
AVD_177_1_2_3_4,hg38,Single-ended,45499683,37118943,0.816,5.49e-05,2.29,0.0838
AVD_177_1_2_3,hg38,Single-ended,27538579,22262970,0.808,5.29e-05,2.301,0.0846
AVD_177_1_2,hg38,Single-ended,24551670,19746392,0.804,5.28e-05,2.293,0.0846
AVD_177_4,hg38,Single-ended,18012018,15430656,0.857,5.53e-05,2.275,0.0833
AVD_177,hg38,Single-ended,10858386,9354272,0.861,5.83e-05,2.361,0.085
AVD_178_1_2_3_4,hg38,Single-ended,60380935,44289885,0.734,5.96e-05,2.566,0.0921
AVD_178_1_2_3,hg38,Single-ended,27371268,21188329,0.774,5.78e-05,2.59,0.0936
AVD_178_1_2,hg38,Single-ended,22390461,17380816,0.776,5.61e-05,2.582,0.0942
AVD_178,hg38,Single-ended,11279092,9362308,0.83,6.3e-05,2.639,0.0925
AVD_179_1_2_3,hg38,Single-ended,63174551,51009946,0.807,0.000182,2.41,0.0893
AVD_179_1_2,hg38,Single-ended,33220130,26707231,0.804,0.000176,2.416,0.0904
AVD_179,hg38,Single-ended,17086722,14498288,0.849,0.000201,2.469,0.0884
AVD_18,hg38,Paired-ended,12521846,6950382,0.555,0.283,14.83,0.139
AVD_180_1_2,hg38,Single-ended,62429865,49373895,0.791,2.98e-05,2.347,0.0814
AVD_180,hg38,Single-ended,27634260,23554778,0.852,3.44e-05,2.416,0.0829
AVD_181_1_2_3_4_5,hg38,Single-ended,43569576,36665664,0.842,8.57e-05,2.261,0.0853
AVD_181_1_2_3_4,hg38,Single-ended,36554232,30779236,0.842,8.18e-05,2.256,0.086
AVD_181_1_2_3,hg38,Single-ended,18032524,15001649,0.832,8.07e-05,2.264,0.0862
AVD_181_1_2,hg38,Single-ended,14498175,11953178,0.824,7.42e-05,2.249,0.0866
AVD_181,hg38,Single-ended,6903346,5954463,0.863,8.67e-05,2.303,0.0853
AVD_182_1_2_3,hg38,Single-ended,100410564,77156204,0.768,6.59e-05,2.303,0.0859
AVD_182_1_2,hg38,Single-ended,44824373,34806826,0.777,6.18e-05,2.299,0.0876
AVD_182,hg38,Single-ended,21973815,18255979,0.831,6.82e-05,2.279,0.0853
AVD_183_1_2_3_4_5,hg38,Single-ended,42371158,33539853,0.792,0.000213,2.192,0.0997
AVD_183_1_2_3_4,hg38,Single-ended,27545979,22064735,0.801,0.000211,2.231,0.102
AVD_183_1_2_3,hg38,Single-ended,21431730,17171082,0.801,0.000207,2.208,0.101
AVD_183_1_2,hg38,Single-ended,17196342,13734942,0.799,0.000207,2.213,0.103
AVD_183,hg38,Single-ended,11423781,9520697,0.833,0.000227,2.16,0.0978
AVD_184_1_2,hg38,Single-ended,129178973,100112819,0.775,3.78e-05,2.095,0.0796
AVD_184,hg38,Single-ended,55259248,46777039,0.847,4.9e-05,2.211,0.0842
AVD_185_1_2,hg38,Single-ended,91624643,69884581,0.763,0.000118,2.257,0.091
AVD_185,hg38,Single-ended,40122448,33238953,0.828,0.000147,2.335,0.0934
AVD_186_1_2,hg38,Single-ended,88778509,65313609,0.736,0.000199,2.464,0.089
AVD_186,hg38,Single-ended,40138010,31804891,0.792,0.000222,2.457,0.087
AVD_187_1_2_3,hg38,Single-ended,83630305,66232793,0.792,0.000135,2.126,0.0907
AVD_187_1_2,hg38,Single-ended,55505133,43494519,0.784,0.00013,2.126,0.0914
AVD_187,hg38,Single-ended,22019496,18575169,0.844,0.00018,2.263,0.0941
AVD_188_1_2,mm10,Paired-ended,68826020,47391654,0.689,1.66e-05,36.16,0.873
AVD_188,mm10,Paired-ended,21968952,17838986,0.812,1.64e-05,34.31,0.87
AVD_189,mm10,Paired-ended,11737438,7108198,0.606,1.88e-05,1.805,0.0306
AVD_19,hg38,Paired-ended,12215466,8362732,0.685,0.157,13.45,0.136
AVD_190_1_2_3,mm10,Paired-ended,208302812,47922126,0.23,1.55e-05,28.12,0.803
AVD_190_1_2,mm10,Paired-ended,56082784,28233888,0.503,1.61e-05,32.81,0.816
AVD_190,mm10,Paired-ended,20095084,14031134,0.698,1.55e-05,31.84,0.812
AVD_191,mm10,Paired-ended,12387456,2373430,0.192,2.51e-05,1.542,0.0164
AVD_192_1_2,mm10,Paired-ended,170817492,91742540,0.537,0.00341,1.299,0.0149
AVD_192,mm10,Paired-ended,27936546,15321348,0.548,0.00331,1.318,0.0151
AVD_193_1_2,mm10,Paired-ended,177824466,84735690,0.477,0.00426,1.284,0.016
AVD_193,mm10,Paired-ended,30357068,14804720,0.488,0.00417,1.304,0.0162
AVD_194,hg38,Paired-ended,25934206,18992348,0.732,1.55e-05,14.85,0.743
AVD_195,hg38,Paired-ended,14608612,10364626,0.709,1.65e-05,1.434,0.0199
AVD_196,hg38,Paired-ended,20202720,12301468,0.609,2e-05,1.456,0.0149
AVD_197,hg38,Paired-ended,24969108,1029204,0.0412,0.000178,4.597,0.0585
AVD_198,hg38,Paired-ended,10765842,3064258,0.285,4.05e-05,18.79,0.621
AVD_199,hg38,Paired-ended,24587898,9934142,0.404,4.76e-05,1.94,0.0311
AVD_20,hg38,Paired-ended,9707094,6066332,0.625,0.215,12.39,0.129
AVD_200,hg38,Paired-ended,33793808,23066492,0.683,0.0024,1.316,0.0178
AVD_201,mm10,Paired-ended,123566670,66914712,0.542,0.00528,1.294,0.0141
AVD_202,mm10,Paired-ended,107763534,65511798,0.608,0.00461,1.297,0.0147
AVD_203,mm10,Paired-ended,119826056,77569850,0.647,0.00294,1.294,0.0158
AVD_204,mm10,Paired-ended,383272876,222803614,0.581,0.00423,1.28,0
AVD_205,mm10,Paired-ended,31930664,7012588,0.22,0.000116,1.962,0.0348
AVD_206,mm10,Paired-ended,55407814,868676,0.0157,6.99e-06,2.821,0.0927
AVD_207,mm10,Paired-ended,78125114,8562388,0.11,1.04e-05,1.832,0.0258
AVD_208,mm10,Paired-ended,83255212,12020766,0.144,8.06e-06,1.595,0.0172
AVD_209_1_2,hg38,Single-ended,35088478,27619275,0.787,0.0056,1.346,0.0195
AVD_209_2,hg38,Single-ended,3617284,2827961,0.782,0.00573,1.524,0.0202
AVD_209,hg38,Single-ended,31471647,24701297,0.785,0.00569,1.312,0.0192
AVD_209,hg38,Single-ended,31471194,24809223,0.788,0.00558,1.33,0.0194
AVD_21,hg38,Paired-ended,12357326,7686926,0.622,0.21,13.2,0.127
AVD_210,hg38,Single-ended,47028793,35811865,0.761,0.00492,1.319,0.0171
AVD_211,hg38,Single-ended,48586720,36449665,0.75,0.00408,1.326,0.0171
AVD_212,hg38,Single-ended,51465450,39809329,0.774,0.00412,1.303,0.019
AVD_213_1_2,hg38,Single-ended,40242686,30174980,0.75,0.00272,1.319,0.015
AVD_213,hg38,Single-ended,33706501,24646472,0.731,0.00279,1.328,0.015
AVD_214_1_2,hg38,Single-ended,39441979,29515714,0.748,0.00273,1.303,0.0156
AVD_214,hg38,Single-ended,33494404,24561261,0.733,0.00279,1.305,0.0155
AVD_215,hg38,Single-ended,49410248,36407809,0.737,0.00289,1.31,0.0157
AVD_216_1_2,hg38,Single-ended,46591764,35301393,0.758,0.00325,1.304,0.0173
AVD_216,hg38,Single-ended,39192371,29148159,0.744,0.00332,1.306,0.0173
AVD_217_1_2,hg38,Single-ended,41476488,29881782,0.72,0.00187,1.342,0.0131
AVD_217,hg38,Single-ended,34887562,24254737,0.695,0.00189,1.34,0.013
AVD_218,hg38,Single-ended,42000916,31088062,0.74,0.0019,1.294,0.0176
AVD_219_1_2,hg38,Single-ended,39175022,29799864,0.761,0.00155,1.285,0.0176
AVD_219,hg38,Single-ended,33873476,25387814,0.749,0.00158,1.289,0.0175
AVD_22,mm10,Paired-ended,9679630,7669790,0.792,0.0572,19.49,0.197
AVD_220,hg38,Single-ended,42246050,31744707,0.751,0.00269,1.301,0.0191
AVD_221,hg38,Single-ended,58432259,43050867,0.737,0.00522,1.307,0.0154
AVD_222,hg38,Single-ended,31800360,24166707,0.76,0.00215,1.324,0.0145
AVD_223,hg38,Single-ended,51491589,38311208,0.744,0.00296,1.295,0.0177
AVD_224_1_2,hg38,Single-ended,48328144,36712560,0.76,0.00259,1.306,0.019
AVD_224,hg38,Single-ended,39141179,29348926,0.75,0.00264,1.301,0.0189
AVD_225,hg38,Single-ended,51437924,37934902,0.737,0.00276,1.298,0.0196
AVD_226_1_2,hg38,Single-ended,64976329,54562829,0.84,5.08e-05,1.798,0.0658
AVD_226,hg38,Single-ended,40210324,34654572,0.862,5.16e-05,1.779,0.0635
AVD_227_1_2,hg38,Single-ended,52727520,43307395,0.821,0.000108,1.801,0.0639
AVD_227,hg38,Single-ended,23368371,19987701,0.855,0.000109,1.788,0.0616
AVD_228_1_2,hg38,Single-ended,50244315,41881764,0.834,5.47e-05,1.972,0.0614
AVD_228,hg38,Single-ended,22701605,19597515,0.863,5.35e-05,1.96,0.0604
AVD_229_1_2,hg38,Single-ended,44117227,36906869,0.837,6.92e-05,2.037,0.0686
AVD_229,hg38,Single-ended,17904215,15549687,0.868,6.69e-05,2.008,0.0659
AVD_23,mm10,Paired-ended,8241196,6323140,0.767,0.0591,16.24,0.163
AVD_230_1_2,hg38,Single-ended,40872801,34443822,0.843,5.55e-05,1.921,0.065
AVD_230,hg38,Single-ended,13957518,12226756,0.876,5.38e-05,1.894,0.0613
AVD_231_1_2_3,hg38,Single-ended,45395976,38176309,0.841,3.07e-05,1.989,0.0744
AVD_231_1_2,hg38,Single-ended,43548751,36735170,0.844,3e-05,1.974,0.0736
AVD_231_3,hg38,Single-ended,1847225,1543155,0.835,4.57e-05,2.451,0.097
AVD_231,hg38,Single-ended,18516416,16171710,0.873,2.47e-05,1.974,0.0719
AVD_232_1_2_3,hg38,Single-ended,45025111,37335784,0.829,5.02e-05,2.049,0.0688
AVD_232_1_2,hg38,Single-ended,42738476,35585542,0.833,4.97e-05,2.035,0.0679
AVD_232_3,hg38,Single-ended,2286635,1879109,0.822,5.95e-05,2.421,0.0884
AVD_232,hg38,Single-ended,18568258,16061099,0.865,4.83e-05,1.988,0.0652
AVD_233_1_2_3,hg38,Single-ended,50172017,36634195,0.73,0.000136,2.136,0.0823
AVD_233_1_2,hg38,Single-ended,47812869,35067705,0.733,0.000135,2.118,0.0816
AVD_233_3,hg38,Single-ended,2359148,1696330,0.719,0.000161,2.663,0.103
AVD_233,hg38,Single-ended,25151306,18989452,0.755,0.000137,2.095,0.0798
AVD_234_1_2_3,hg38,Single-ended,41770615,34964600,0.837,4.85e-05,2.009,0.0796
AVD_234_1_2,hg38,Single-ended,39812653,33490560,0.841,4.72e-05,1.996,0.0787
AVD_234_3,hg38,Single-ended,1957962,1567687,0.801,7.5e-05,2.557,0.105
AVD_234,hg38,Single-ended,17801826,15514710,0.872,4.53e-05,1.937,0.0744
AVD_235_1_2,hg38,Single-ended,233293,202266,0.867,9.45e-05,2.565,0.106
AVD_235,hg38,Single-ended,159902,138343,0.865,7.52e-05,2.244,0.1
AVD_236,hg38,Single-ended,17479305,15428261,0.883,2.07e-05,1.703,0.0622
AVD_237_1_2_3,hg38,Single-ended,46129834,38994173,0.845,1.93e-05,1.905,0.0703
AVD_237_1_2,hg38,Single-ended,38998172,33028449,0.847,1.8e-05,1.88,0.0686
AVD_237,hg38,Single-ended,17316602,15167063,0.876,1.82e-05,1.83,0.0652
AVD_238_1_2_3,hg38,Single-ended,51426183,42133605,0.819,0.000466,2.038,0.0798
AVD_238_1_2,hg38,Single-ended,40466691,33445410,0.826,9.39e-05,2.068,0.0885
AVD_238,hg38,Single-ended,16541641,14323404,0.866,9.1e-05,2.067,0.0881
AVD_239_1_2_3,hg38,Single-ended,57024655,46577726,0.817,0.00056,1.906,0.0669
AVD_239_1_2,hg38,Single-ended,42142822,34637032,0.822,5.88e-05,1.94,0.077
AVD_239,hg38,Single-ended,18908091,16178646,0.856,5.78e-05,1.927,0.0766
AVD_24,mm10,Paired-ended,97615646,77478470,0.794,0.0289,34.25,0.342
AVD_240_1_2,hg38,Single-ended,60332715,40875383,0.677,0.000199,2.349,0.104
AVD_240,hg38,Single-ended,20057434,15890187,0.792,0.000199,2.368,0.106
AVD_241,mm10,Paired-ended,28245334,19541338,0.692,0.000243,2.106,0.0638
AVD_242,mm10,Paired-ended,6362116,4325294,0.68,1.51e-05,2.313,0.0922
AVD_243,mm10,Paired-ended,11949600,6506732,0.545,0.000171,1.427,0.0201
AVD_244,mm10,Paired-ended,22238844,9405384,0.423,0.000172,1.673,0.0425
AVD_245,mm10,Paired-ended,4221788,2926154,0.693,1.61e-05,2.203,0.0717
AVD_246,mm10,Paired-ended,2601490,1160674,0.446,7.25e-05,1.605,0.0223
AVD_247,mm10,Paired-ended,9980640,5366746,0.538,0.000106,1.489,0.0172
AVD_248,mm10,Paired-ended,2496426,1934222,0.775,1.49e-05,1.774,0.0685
AVD_249,mm10,Paired-ended,6257408,3770582,0.603,3.46e-05,2.128,0.0825
AVD_25,mm10,Paired-ended,105690414,78329432,0.741,0.0701,36.27,0.34
AVD_250,mm10,Paired-ended,10133334,6155860,0.607,7.94e-05,2.067,0.0687
AVD_251,mm10,Paired-ended,6760508,4270746,0.632,1.82e-05,2.039,0.0695
AVD_252,mm10,Paired-ended,8251862,5973038,0.724,4.86e-06,1.972,0.0852
AVD_26,mm10,Paired-ended,122813394,89082108,0.725,0.0702,24.27,0
AVD_265,hg38,Paired-ended,7171362,5612434,0.783,0.000153,18.74,0.735
AVD_266,hg38,Paired-ended,9773282,6926044,0.709,0.000156,1.435,0.0189
AVD_267,hg38,Paired-ended,26866492,12492862,0.465,7.35e-05,1.462,0.0163
AVD_268,hg38,Paired-ended,162526934,93525804,0.575,0.00275,1.308,0.0174
AVD_269,hg38,Paired-ended,39822968,5994880,0.151,0.000225,6.576,0.123
AVD_27,mm10,Paired-ended,71475640,55744134,0.78,0.0551,22.51,0.282
AVD_270,hg38,Paired-ended,25440788,6296256,0.247,0.000156,5.503,0.113
AVD_271,hg38,Paired-ended,30380536,17112482,0.563,0.000161,7.402,0.16
AVD_272,hg38,Paired-ended,20711010,7418966,0.358,0.000248,7.837,0.196
AVD_273,hg38,Paired-ended,15803820,7362944,0.466,0.000646,5.349,0.11
AVD_274,hg38,Paired-ended,19785312,16022980,0.81,2.04e-05,6.334,0.159
AVD_275,hg38,Paired-ended,47734788,38960434,0.816,0.00257,1.311,0.0163
AVD_276_1_2,hg38,Single-ended,40160158,31045730,0.773,0.00352,1.321,0.0146
AVD_276,hg38,Single-ended,37392552,28953782,0.774,0.00352,1.321,0.0146
AVD_277_1_2,hg38,Single-ended,44585098,35241595,0.79,0.00301,1.287,0.0168
AVD_277,hg38,Single-ended,31190286,24843801,0.797,0.00301,1.296,0.0166
AVD_278,hg38,Single-ended,42919947,34083759,0.794,0.00314,1.317,0.0148
AVD_279_1_2,hg38,Single-ended,70479901,53897108,0.765,0.002,1.304,0.0154
AVD_279,hg38,Single-ended,2383732,1875159,0.787,0.00198,1.393,0.0153
AVD_28,mm10,Paired-ended,105987268,77674158,0.733,0.0862,19.06,0.262
AVD_280_1_2,hg38,Single-ended,69618431,55176187,0.793,0.003,1.301,0.0175
AVD_280,hg38,Single-ended,33269603,26729245,0.803,0.00299,1.3,0.0172
AVD_281_1_2,hg38,Single-ended,41112503,32783347,0.797,0.00211,1.293,0.0159
AVD_281,hg38,Single-ended,33305049,26671170,0.801,0.00211,1.296,0.0158
AVD_282_1_2,hg38,Single-ended,38347779,30477282,0.795,0.00116,1.311,0.0145
AVD_282,hg38,Single-ended,31229015,24940459,0.799,0.00116,1.312,0.0144
AVD_283_1_2,hg38,Single-ended,28395817,22506182,0.793,0.00367,1.305,0.0181
AVD_283,hg38,Single-ended,28394600,22505168,0.793,0.00367,1.305,0.0181
AVD_284_1_2_3,hg38,Single-ended,29436066,23273841,0.791,0.00508,1.303,0.0179
AVD_284_1_2,hg38,Single-ended,29435944,23273748,0.791,0.00508,1.303,0.0179
AVD_284,hg38,Single-ended,15753893,12635102,0.802,0.00629,1.311,0.0175
AVD_285_1_2_3,hg38,Single-ended,36810937,29445989,0.8,0.0027,1.315,0.0162
AVD_285_1_2,hg38,Single-ended,28973938,23108257,0.798,0.0026,1.315,0.0163
AVD_285,hg38,Single-ended,12810033,10346904,0.808,0.0026,1.331,0.016
AVD_286_1_2,hg38,Single-ended,35863141,28072341,0.783,0.00289,1.301,0.0174
AVD_286,hg38,Single-ended,18235650,14439290,0.792,0.0029,1.319,0.017
AVD_287_1_2,hg38,Single-ended,29506936,23043999,0.781,0.00272,1.304,0.0176
AVD_287,hg38,Single-ended,14889545,11761176,0.79,0.00271,1.323,0.0173
AVD_288_1_2,hg38,Single-ended,49815940,38987234,0.783,0.00242,1.285,0.0168
AVD_288,hg38,Single-ended,21878477,17379624,0.794,0.00242,1.287,0.0161
AVD_289_1_2,hg38,Single-ended,26996233,21731018,0.805,1.35e-05,1.48,0.0215
AVD_289_2,hg38,Single-ended,12009260,9514497,0.792,1.38e-05,1.35,0.0226
AVD_289,hg38,Paired-ended,29973946,20827094,0.695,1.5e-05,1.429,0.022
AVD_29,mm10,Paired-ended,133334978,97712238,0.733,0.0855,20.66,0
AVD_290_1_2,hg38,Single-ended,27075415,21405346,0.791,1.84e-05,1.509,0.0195
AVD_290_2,hg38,Single-ended,17962852,14151665,0.788,1.79e-05,1.336,0.02
AVD_290,hg38,Paired-ended,18225126,12823042,0.704,1.95e-05,1.423,0.0194
AVD_291_1_2,hg38,Single-ended,26594246,21075109,0.792,9.96e-06,1.51,0.0237
AVD_291_2,hg38,Single-ended,17413730,13810774,0.793,9.82e-06,1.346,0.0246
AVD_291,hg38,Paired-ended,18361032,13317840,0.725,9.91e-06,1.419,0.0227
AVD_292_1_2,hg38,Single-ended,19802818,1375008,0.0694,0.00021,1.557,0.0154
AVD_292_2,hg38,Single-ended,7068194,1197435,0.169,0.00019,1.515,0.0151
AVD_292,hg38,Paired-ended,25469248,1818546,0.0714,0.000236,1.473,0.0154
AVD_293_1_2,hg38,Single-ended,25068022,14478025,0.578,6.93e-05,1.535,0.012
AVD_293_2,hg38,Single-ended,22210321,12966102,0.584,6.84e-05,1.339,0.012
AVD_293,hg38,Paired-ended,5715402,3213778,0.562,9.09e-05,1.389,0.0126
